,longitude,latitude,day,month,year,native,species,DOY,geometry,ClimateDivision
3721,-121.868,37.334,07,05,2016,no,Medicago polymorpha,128,POINT (-121.868 37.334),4
3725,-122.063,36.951,30,04,2016,no,Medicago polymorpha,121,POINT (-122.063 36.951),4
3743,-122.007,37.937,15,04,2016,no,Medicago polymorpha,106,POINT (-122.007 37.937),4
3764,-122.264,37.908,17,04,2016,no,Medicago polymorpha,108,POINT (-122.264 37.908),4
3829,-122.214,38.038,07,05,2006,no,Medicago polymorpha,127,POINT (-122.214 38.038),4
3830,-120.61,35.02,07,11,2013,no,Medicago polymorpha,311,POINT (-120.61 35.02),4
3832,-120.748,35.82,31,03,2003,no,Medicago polymorpha,90,POINT (-120.748 35.82),4
3833,-120.837,35.754,17,03,1993,no,Medicago polymorpha,76,POINT (-120.837 35.754),4
3834,-120.731,35.334,21,01,1984,no,Medicago polymorpha,21,POINT (-120.731 35.334),4
3836,-120.685,35.339,11,08,2000,no,Medicago polymorpha,224,POINT (-120.685 35.339),4
3839,-122.354,37.523,19,03,2013,no,Medicago polymorpha,78,POINT (-122.354 37.523),4
3840,-121.322,36.07,16,05,1994,no,Medicago polymorpha,136,POINT (-121.322 36.07),4
3849,-120.874,35.291,17,04,1989,no,Medicago polymorpha,107,POINT (-120.874 35.291),4
3913,-122.285,37.467,15,04,2007,no,Medicago polymorpha,105,POINT (-122.285 37.467),4
3920,-121.125,35.721,11,06,2010,no,Medicago polymorpha,162,POINT (-121.125 35.721),4
3925,-121.695,36.621,27,02,2012,no,Medicago polymorpha,58,POINT (-121.695 36.621),4
3926,-122.02,36.965,30,07,2006,no,Medicago polymorpha,211,POINT (-122.02 36.965),4
3927,-122.031,36.974,05,04,2004,no,Medicago polymorpha,96,POINT (-122.031 36.974),4
3928,-121.579,36.066,14,04,1979,no,Medicago polymorpha,104,POINT (-121.579 36.066),4
3930,-121.902,36.978,27,04,1972,no,Medicago polymorpha,118,POINT (-121.902 36.978),4
3934,-120.212,35.653,12,11,1971,no,Medicago polymorpha,316,POINT (-120.212 35.653),4
3936,-120.475,35.29,15,04,2014,no,Medicago polymorpha,105,POINT (-120.475 35.29),4
3939,-122.466,37.769,05,08,2014,no,Medicago polymorpha,217,POINT (-122.466 37.769),4
3940,-122.178,37.452,12,04,1975,no,Medicago polymorpha,102,POINT (-122.178 37.452),4
3941,-120.61,35.02,07,11,2013,no,Medicago polymorpha,311,POINT (-120.61 35.02),4
3942,-120.443,35.215,01,03,2005,no,Medicago polymorpha,60,POINT (-120.443 35.215),4
3943,-120.74,35.259,08,03,2005,no,Medicago polymorpha,67,POINT (-120.74 35.259),4
3944,-120.515,35.178,08,10,2004,no,Medicago polymorpha,282,POINT (-120.515 35.178),4
3945,-120.58,35.09,19,02,2004,no,Medicago polymorpha,50,POINT (-120.58 35.09),4
3946,-120.583,35.08,10,02,2004,no,Medicago polymorpha,41,POINT (-120.583 35.08),4
3947,-120.583,35.08,07,02,2004,no,Medicago polymorpha,38,POINT (-120.583 35.08),4
3948,-120.558,35.047,16,08,2003,no,Medicago polymorpha,228,POINT (-120.558 35.047),4
3949,-120.886,35.255,30,01,1977,no,Medicago polymorpha,30,POINT (-120.886 35.255),4
3950,-120.577,35.098,31,07,2003,no,Medicago polymorpha,212,POINT (-120.577 35.098),4
3951,-120.71,35.263,20,04,2000,no,Medicago polymorpha,111,POINT (-120.71 35.263),4
3953,-120.862,35.372,04,05,1968,no,Medicago polymorpha,125,POINT (-120.862 35.372),4
3962,-120.817,35.771,15,04,2009,no,Medicago polymorpha,105,POINT (-120.817 35.771),4
3964,-121.766,37.782,19,04,2016,no,Medicago polymorpha,110,POINT (-121.766 37.782),4
3966,-121.86,36.327,24,07,1976,no,Medicago polymorpha,206,POINT (-121.86 36.327),4
3967,-122.296,37.941,05,07,2014,no,Medicago polymorpha,186,POINT (-122.296 37.941),4
3977,-120.446,35.371,14,04,1973,no,Medicago polymorpha,104,POINT (-120.446 35.371),4
3979,-120.757,35.19,15,03,2016,no,Medicago polymorpha,75,POINT (-120.757 35.19),4
3980,-120.491,35.321,24,04,2016,no,Medicago polymorpha,115,POINT (-120.491 35.321),4
3982,-122.145,37.751,03,04,2004,no,Medicago polymorpha,94,POINT (-122.145 37.751),4
3983,-120.81,35.395,29,04,1984,no,Medicago polymorpha,120,POINT (-120.81 35.395),4
3985,-120.621,35.177,21,03,1977,no,Medicago polymorpha,80,POINT (-120.621 35.177),4
3986,-120.569,35.418,30,03,1971,no,Medicago polymorpha,89,POINT (-120.569 35.418),4
3987,-121.88,37.083,22,06,1991,no,Medicago polymorpha,173,POINT (-121.88 37.083),4
3988,-120.844,35.354,29,08,2013,no,Medicago polymorpha,241,POINT (-120.844 35.354),4
3989,-120.635,35.164,14,02,2015,no,Medicago polymorpha,45,POINT (-120.635 35.164),4
3990,-120.682,35.264,06,04,1982,no,Medicago polymorpha,96,POINT (-120.682 35.264),4
3991,-120.987,35.764,26,03,2010,no,Medicago polymorpha,85,POINT (-120.987 35.764),4
3992,-121.279,35.711,11,04,1981,no,Medicago polymorpha,101,POINT (-121.279 35.711),4
3993,-120.629,35.117,01,10,1988,no,Medicago polymorpha,275,POINT (-120.629 35.117),4
3994,-120.662,35.198,29,03,1979,no,Medicago polymorpha,88,POINT (-120.662 35.198),4
3995,-120.651,35.314,25,05,1967,no,Medicago polymorpha,145,POINT (-120.651 35.314),4
3996,-120.888,35.279,29,03,1972,no,Medicago polymorpha,89,POINT (-120.888 35.279),4
3997,-120.672,35.267,20,04,1982,no,Medicago polymorpha,110,POINT (-120.672 35.267),4
3998,-120.768,35.718,27,04,1999,no,Medicago polymorpha,117,POINT (-120.768 35.718),4
3999,-120.681,35.265,12,04,1982,no,Medicago polymorpha,102,POINT (-120.681 35.265),4
4000,-122.145,37.751,04,10,2003,no,Medicago polymorpha,277,POINT (-122.145 37.751),4
4001,-120.334,35.46,24,04,1981,no,Medicago polymorpha,114,POINT (-120.334 35.46),4
4002,-120.667,35.31,29,04,1982,no,Medicago polymorpha,119,POINT (-120.667 35.31),4
4003,-120.624,35.286,03,05,1980,no,Medicago polymorpha,124,POINT (-120.624 35.286),4
4005,-120.689,35.267,03,11,1981,no,Medicago polymorpha,307,POINT (-120.689 35.267),4
4006,-120.684,35.337,11,08,2000,no,Medicago polymorpha,224,POINT (-120.684 35.337),4
4007,-120.697,35.344,20,02,1984,no,Medicago polymorpha,51,POINT (-120.697 35.344),4
4008,-120.624,35.286,10,05,1982,no,Medicago polymorpha,130,POINT (-120.624 35.286),4
4009,-120.651,35.313,15,07,1975,no,Medicago polymorpha,196,POINT (-120.651 35.313),4
4011,-120.768,35.718,27,04,1999,no,Medicago polymorpha,117,POINT (-120.768 35.718),4
4012,-120.662,35.198,29,03,1979,no,Medicago polymorpha,88,POINT (-120.662 35.198),4
4013,-120.862,35.377,29,04,2014,no,Medicago polymorpha,119,POINT (-120.862 35.377),4
4014,-120.686,35.267,02,05,1996,no,Medicago polymorpha,123,POINT (-120.686 35.267),4
4106,-122.425,37.721,16,04,2016,no,Medicago polymorpha,107,POINT (-122.425 37.721),4
4107,-122.26,37.874,18,04,2013,no,Medicago polymorpha,108,POINT (-122.26 37.874),4
4122,-120.74,35.259,08,03,2005,no,Medicago polymorpha,67,POINT (-120.74 35.259),4
4136,-122.411,37.718,16,04,2016,no,Medicago polymorpha,107,POINT (-122.411 37.718),4
4137,-122.004,37.934,15,04,2016,no,Medicago polymorpha,106,POINT (-122.004 37.934),4
4186,-122.323,37.526,05,10,2013,no,Medicago polymorpha,278,POINT (-122.323 37.526),4
4209,-122.243,37.864,23,04,2014,no,Medicago polymorpha,113,POINT (-122.243 37.864),4
4230,-122.398,37.772,27,07,2013,no,Medicago polymorpha,208,POINT (-122.398 37.772),4
4231,-121.782,36.936,26,05,2016,no,Medicago polymorpha,147,POINT (-121.782 36.936),4
4232,-121.99,37.578,06,02,2016,no,Medicago polymorpha,37,POINT (-121.99 37.578),4
4233,-120.846,35.368,15,01,2016,no,Medicago polymorpha,15,POINT (-120.846 35.368),4
4234,-121.783,36.937,16,03,2016,no,Medicago polymorpha,76,POINT (-121.783 36.937),4
4256,-122.091,37.435,26,02,2015,no,Medicago polymorpha,57,POINT (-122.091 37.435),4
4257,-122.084,37.372,25,02,2015,no,Medicago polymorpha,56,POINT (-122.084 37.372),4
4277,-122.082,37.395,09,08,2016,no,Medicago polymorpha,222,POINT (-122.082 37.395),4
4278,-122.418,37.721,16,04,2016,no,Medicago polymorpha,107,POINT (-122.418 37.721),4
4279,-122.101,37.393,27,09,2016,no,Medicago polymorpha,271,POINT (-122.101 37.393),4
4281,-120.515,35.178,08,10,2004,no,Medicago polymorpha,282,POINT (-120.515 35.178),4
4282,-120.515,35.178,08,10,2004,no,Medicago polymorpha,282,POINT (-120.515 35.178),4
4283,-120.558,35.047,16,08,2003,no,Medicago polymorpha,228,POINT (-120.558 35.047),4
4284,-120.684,35.339,11,08,2000,no,Medicago polymorpha,224,POINT (-120.684 35.339),4
4285,-120.577,35.098,31,07,2003,no,Medicago polymorpha,212,POINT (-120.577 35.098),4
4291,-121.322,36.07,16,05,1994,no,Medicago polymorpha,136,POINT (-121.322 36.07),4
4292,-122.203,37.944,15,05,1975,no,Medicago polymorpha,135,POINT (-122.203 37.944),4
4293,-122.203,37.944,15,05,1975,no,Medicago polymorpha,135,POINT (-122.203 37.944),4
4296,-122.214,38.038,07,05,2006,no,Medicago polymorpha,127,POINT (-122.214 38.038),4
4297,-120.862,35.372,04,05,1968,no,Medicago polymorpha,125,POINT (-120.862 35.372),4
4301,-121.902,36.979,27,04,1972,no,Medicago polymorpha,118,POINT (-121.902 36.979),4
4303,-122.269,38.012,22,04,1971,no,Medicago polymorpha,112,POINT (-122.269 38.012),4
4304,-120.71,35.263,20,04,2000,no,Medicago polymorpha,111,POINT (-120.71 35.263),4
4305,-120.817,35.771,15,04,2009,no,Medicago polymorpha,105,POINT (-120.817 35.771),4
4306,-121.559,36.052,14,04,1979,no,Medicago polymorpha,104,POINT (-121.559 36.052),4
4312,-122.128,37.984,01,04,2003,no,Medicago polymorpha,91,POINT (-122.128 37.984),4
4314,-120.746,35.82,31,03,2003,no,Medicago polymorpha,90,POINT (-120.746 35.82),4
4319,-120.836,35.754,17,03,1993,no,Medicago polymorpha,76,POINT (-120.836 35.754),4
4323,-120.74,35.259,08,03,2005,no,Medicago polymorpha,67,POINT (-120.74 35.259),4
4325,-120.443,35.215,01,03,2005,no,Medicago polymorpha,60,POINT (-120.443 35.215),4
4326,-120.58,35.09,19,02,2004,no,Medicago polymorpha,50,POINT (-120.58 35.09),4
4328,-120.583,35.08,10,02,2004,no,Medicago polymorpha,41,POINT (-120.583 35.08),4
4329,-120.583,35.08,07,02,2004,no,Medicago polymorpha,38,POINT (-120.583 35.08),4
4330,-120.886,35.255,30,01,1977,no,Medicago polymorpha,30,POINT (-120.886 35.255),4
4331,-120.73,35.334,21,01,1984,no,Medicago polymorpha,21,POINT (-120.73 35.334),4
4332,-120.886,35.255,30,01,1977,no,Medicago polymorpha,30,POINT (-120.886 35.255),4
4333,-120.862,35.372,04,05,1968,no,Medicago polymorpha,125,POINT (-120.862 35.372),4
4334,-120.74,35.259,08,03,2005,no,Medicago polymorpha,67,POINT (-120.74 35.259),4
4335,-120.71,35.263,20,04,2000,no,Medicago polymorpha,111,POINT (-120.71 35.263),4
4337,-120.583,35.08,10,02,2004,no,Medicago polymorpha,41,POINT (-120.583 35.08),4
4338,-120.583,35.08,07,02,2004,no,Medicago polymorpha,38,POINT (-120.583 35.08),4
4339,-120.577,35.098,31,07,2003,no,Medicago polymorpha,212,POINT (-120.577 35.098),4
4340,-120.58,35.09,19,02,2004,no,Medicago polymorpha,50,POINT (-120.58 35.09),4
4341,-120.558,35.047,16,08,2003,no,Medicago polymorpha,228,POINT (-120.558 35.047),4
4342,-120.515,35.178,08,10,2004,no,Medicago polymorpha,282,POINT (-120.515 35.178),4
4343,-120.443,35.215,01,03,2005,no,Medicago polymorpha,60,POINT (-120.443 35.215),4
4344,-122.515,37.522,09,06,2016,no,Medicago polymorpha,161,POINT (-122.515 37.522),4
4345,-121.851,37.517,24,05,2016,no,Medicago polymorpha,145,POINT (-121.851 37.517),4
4346,-122.466,37.764,19,04,2016,no,Medicago polymorpha,110,POINT (-122.466 37.764),4
4347,-122.069,37.412,19,04,2016,no,Medicago polymorpha,110,POINT (-122.069 37.412),4
4348,-122.13,37.988,20,05,2016,no,Medicago polymorpha,141,POINT (-122.13 37.988),4
4349,-122.132,37.986,21,05,2016,no,Medicago polymorpha,142,POINT (-122.132 37.986),4
4350,-122.131,37.986,21,05,2016,no,Medicago polymorpha,142,POINT (-122.131 37.986),4
4351,-122.133,37.991,20,05,2016,no,Medicago polymorpha,141,POINT (-122.133 37.991),4
4352,-122.026,37.636,24,04,2016,no,Medicago polymorpha,115,POINT (-122.026 37.636),4
4353,-122.473,37.801,21,04,2016,no,Medicago polymorpha,112,POINT (-122.473 37.801),4
4354,-122.069,37.403,19,04,2016,no,Medicago polymorpha,110,POINT (-122.069 37.403),4
4355,-122.069,37.393,19,04,2016,no,Medicago polymorpha,110,POINT (-122.069 37.393),4
4356,-122.465,37.768,19,04,2016,no,Medicago polymorpha,110,POINT (-122.465 37.768),4
4357,-122.423,37.722,16,04,2016,no,Medicago polymorpha,107,POINT (-122.423 37.722),4
4358,-122.107,37.841,07,04,2016,no,Medicago polymorpha,98,POINT (-122.107 37.841),4
4359,-122.469,37.503,08,04,2016,no,Medicago polymorpha,99,POINT (-122.469 37.503),4
4360,-122.284,37.477,06,04,2016,no,Medicago polymorpha,97,POINT (-122.284 37.477),4
4361,-122.084,37.373,16,03,2016,no,Medicago polymorpha,76,POINT (-122.084 37.373),4
4362,-122.474,37.802,28,03,2014,no,Medicago polymorpha,87,POINT (-122.474 37.802),4
4363,-122.107,37.841,12,03,2014,no,Medicago polymorpha,71,POINT (-122.107 37.841),4
4364,-122.311,37.865,01,03,2014,no,Medicago polymorpha,60,POINT (-122.311 37.865),4
4365,-122.447,37.805,19,03,2016,no,Medicago polymorpha,79,POINT (-122.447 37.805),4
4366,-122.234,37.984,17,03,2016,no,Medicago polymorpha,77,POINT (-122.234 37.984),4
4367,-122.375,37.74,08,11,2014,no,Medicago polymorpha,312,POINT (-122.375 37.74),4
4368,-122.483,37.793,28,03,2014,no,Medicago polymorpha,87,POINT (-122.483 37.793),4
4369,-122.05,37.817,09,07,2015,no,Medicago polymorpha,190,POINT (-122.05 37.817),4
4370,-122.262,37.831,26,03,2015,no,Medicago polymorpha,85,POINT (-122.262 37.831),4
4371,-122.338,37.183,24,03,2015,no,Medicago polymorpha,83,POINT (-122.338 37.183),4
4372,-121.892,37.328,12,02,2015,no,Medicago polymorpha,43,POINT (-121.892 37.328),4
4373,-121.713,37.343,24,08,2014,no,Medicago polymorpha,236,POINT (-121.713 37.343),4
4374,-122.477,37.805,29,03,2014,no,Medicago polymorpha,88,POINT (-122.477 37.805),4
4375,-122.47,37.745,04,05,2014,no,Medicago polymorpha,124,POINT (-122.47 37.745),4
4376,-122.251,37.874,01,05,2014,no,Medicago polymorpha,121,POINT (-122.251 37.874),4
4377,-122.463,37.802,28,03,2014,no,Medicago polymorpha,87,POINT (-122.463 37.802),4
4378,-122.474,37.79,28,03,2014,no,Medicago polymorpha,87,POINT (-122.474 37.79),4
4379,-122.18,37.428,03,04,2013,no,Medicago polymorpha,93,POINT (-122.18 37.428),4
4380,-122.476,37.714,27,03,2013,no,Medicago polymorpha,86,POINT (-122.476 37.714),4
4381,-122.274,38.021,25,03,2013,no,Medicago polymorpha,84,POINT (-122.274 38.021),4
4382,-122.023,37.631,23,03,2013,no,Medicago polymorpha,82,POINT (-122.023 37.631),4
4383,-122.092,37.372,20,03,2013,no,Medicago polymorpha,79,POINT (-122.092 37.372),4
4384,-122.26,37.875,14,03,2013,no,Medicago polymorpha,73,POINT (-122.26 37.875),4
4385,-122.195,37.843,26,05,2012,no,Medicago polymorpha,147,POINT (-122.195 37.843),4
4386,-122.177,37.425,30,03,2011,no,Medicago polymorpha,89,POINT (-122.177 37.425),4
4387,-122.259,37.806,23,02,2014,no,Medicago polymorpha,54,POINT (-122.259 37.806),4
4388,-122.092,37.372,11,02,2014,no,Medicago polymorpha,42,POINT (-122.092 37.372),4
4389,-121.987,37.215,01,11,2015,no,Centaurea solstitialis,305,POINT (-121.987 37.215),4
4390,-121.82,37.394,21,09,2016,no,Centaurea solstitialis,265,POINT (-121.82 37.394),4
4396,-122.15,37.649,08,11,2015,no,Centaurea solstitialis,312,POINT (-122.15 37.649),4
4397,-122.138,37.803,21,06,2016,no,Centaurea solstitialis,173,POINT (-122.138 37.803),4
4408,-122.153,37.935,20,07,2016,no,Centaurea solstitialis,202,POINT (-122.153 37.935),4
4413,-121.926,37.92,06,08,2011,no,Centaurea solstitialis,218,POINT (-121.926 37.92),4
4416,-121.042,35.657,11,07,2006,no,Centaurea solstitialis,192,POINT (-121.042 35.657),4
4417,-120.628,35.326,05,08,1986,no,Centaurea solstitialis,217,POINT (-120.628 35.326),4
4418,-120.656,35.32,20,10,2000,no,Centaurea solstitialis,294,POINT (-120.656 35.32),4
4419,-120.699,36.191,20,11,1997,no,Centaurea solstitialis,324,POINT (-120.699 36.191),4
4420,-122.236,37.748,10,08,2012,no,Centaurea solstitialis,223,POINT (-122.236 37.748),4
4421,-122.246,37.905,20,04,2014,no,Centaurea solstitialis,110,POINT (-122.246 37.905),4
4423,-121.204,36.014,22,05,1994,no,Centaurea solstitialis,142,POINT (-121.204 36.014),4
4424,-121.287,35.965,22,05,1994,no,Centaurea solstitialis,142,POINT (-121.287 35.965),4
4425,-120.84,35.759,27,06,2000,no,Centaurea solstitialis,179,POINT (-120.84 35.759),4
4426,-121.322,36.07,22,05,1997,no,Centaurea solstitialis,142,POINT (-121.322 36.07),4
4427,-120.656,35.359,22,06,1989,no,Centaurea solstitialis,173,POINT (-120.656 35.359),4
4429,-121.311,35.915,21,06,1994,no,Centaurea solstitialis,172,POINT (-121.311 35.915),4
4430,-120.684,35.339,16,06,2000,no,Centaurea solstitialis,168,POINT (-120.684 35.339),4
4431,-120.684,35.339,16,06,2000,no,Centaurea solstitialis,168,POINT (-120.684 35.339),4
4432,-121.205,36.014,22,05,1994,no,Centaurea solstitialis,142,POINT (-121.205 36.014),4
4433,-121.731,36.586,08,07,2013,no,Centaurea solstitialis,189,POINT (-121.731 36.586),4
4434,-121.731,36.586,14,08,2013,no,Centaurea solstitialis,226,POINT (-121.731 36.586),4
4435,-121.731,36.586,08,07,2013,no,Centaurea solstitialis,189,POINT (-121.731 36.586),4
4436,-121.731,36.585,13,09,2016,no,Centaurea solstitialis,257,POINT (-121.731 36.585),4
4437,-121.743,36.598,26,08,2015,no,Centaurea solstitialis,238,POINT (-121.743 36.598),4
4438,-121.725,36.587,18,08,2016,no,Centaurea solstitialis,231,POINT (-121.725 36.587),4
4439,-121.731,36.586,08,07,2013,no,Centaurea solstitialis,189,POINT (-121.731 36.586),4
4440,-121.729,36.588,10,08,2015,no,Centaurea solstitialis,222,POINT (-121.729 36.588),4
4441,-121.726,36.587,08,09,2014,no,Centaurea solstitialis,251,POINT (-121.726 36.587),4
4442,-121.726,36.587,15,07,2014,no,Centaurea solstitialis,196,POINT (-121.726 36.587),4
4443,-121.731,36.586,29,07,2013,no,Centaurea solstitialis,210,POINT (-121.731 36.586),4
4444,-121.743,36.597,08,08,2016,no,Centaurea solstitialis,221,POINT (-121.743 36.597),4
4445,-121.731,36.586,04,08,2014,no,Centaurea solstitialis,216,POINT (-121.731 36.586),4
4447,-121.732,36.586,08,07,2013,no,Centaurea solstitialis,189,POINT (-121.732 36.586),4
4448,-121.734,36.583,22,08,2016,no,Centaurea solstitialis,235,POINT (-121.734 36.583),4
4449,-121.746,36.59,14,09,2015,no,Centaurea solstitialis,257,POINT (-121.746 36.59),4
4450,-121.765,36.605,16,08,2016,no,Centaurea solstitialis,229,POINT (-121.765 36.605),4
4451,-121.735,36.583,18,08,2015,no,Centaurea solstitialis,230,POINT (-121.735 36.583),4
4452,-121.731,36.586,29,07,2013,no,Centaurea solstitialis,210,POINT (-121.731 36.586),4
4453,-121.731,36.587,28,08,2013,no,Centaurea solstitialis,240,POINT (-121.731 36.587),4
4454,-121.731,36.586,25,06,2013,no,Centaurea solstitialis,176,POINT (-121.731 36.586),4
4455,-121.742,36.598,16,07,2015,no,Centaurea solstitialis,197,POINT (-121.742 36.598),4
4456,-121.726,36.587,18,08,2016,no,Centaurea solstitialis,231,POINT (-121.726 36.587),4
4457,-121.722,36.588,27,07,2015,no,Centaurea solstitialis,208,POINT (-121.722 36.588),4
4458,-121.731,36.586,30,08,2016,no,Centaurea solstitialis,243,POINT (-121.731 36.586),4
4460,-121.735,36.582,18,08,2015,no,Centaurea solstitialis,230,POINT (-121.735 36.582),4
4461,-121.737,36.582,11,07,2013,no,Centaurea solstitialis,192,POINT (-121.737 36.582),4
4462,-121.743,36.597,22,06,2015,no,Centaurea solstitialis,173,POINT (-121.743 36.597),4
4463,-121.722,36.588,14,07,2015,no,Centaurea solstitialis,195,POINT (-121.722 36.588),4
4464,-121.716,36.583,20,07,2016,no,Centaurea solstitialis,202,POINT (-121.716 36.583),4
4465,-121.731,36.586,08,07,2013,no,Centaurea solstitialis,189,POINT (-121.731 36.586),4
4466,-121.726,36.587,29,08,2016,no,Centaurea solstitialis,242,POINT (-121.726 36.587),4
4467,-121.746,36.591,20,07,2015,no,Centaurea solstitialis,201,POINT (-121.746 36.591),4
4468,-121.731,36.586,08,07,2013,no,Centaurea solstitialis,189,POINT (-121.731 36.586),4
4469,-121.743,36.597,23,06,2015,no,Centaurea solstitialis,174,POINT (-121.743 36.597),4
4470,-121.731,36.585,14,07,2015,no,Centaurea solstitialis,195,POINT (-121.731 36.585),4
4471,-121.731,36.586,29,07,2013,no,Centaurea solstitialis,210,POINT (-121.731 36.586),4
4473,-121.818,36.615,03,12,2014,no,Centaurea solstitialis,337,POINT (-121.818 36.615),4
4474,-121.731,36.586,10,09,2013,no,Centaurea solstitialis,253,POINT (-121.731 36.586),4
4475,-121.731,36.586,08,07,2013,no,Centaurea solstitialis,189,POINT (-121.731 36.586),4
4476,-121.743,36.597,22,06,2015,no,Centaurea solstitialis,173,POINT (-121.743 36.597),4
4477,-121.731,36.587,28,08,2013,no,Centaurea solstitialis,240,POINT (-121.731 36.587),4
4478,-121.741,36.577,10,09,2014,no,Centaurea solstitialis,253,POINT (-121.741 36.577),4
4479,-121.73,36.586,30,08,2016,no,Centaurea solstitialis,243,POINT (-121.73 36.586),4
4481,-121.731,36.586,28,08,2013,no,Centaurea solstitialis,240,POINT (-121.731 36.586),4
4482,-121.742,36.599,06,08,2015,no,Centaurea solstitialis,218,POINT (-121.742 36.599),4
4483,-121.732,36.586,08,07,2013,no,Centaurea solstitialis,189,POINT (-121.732 36.586),4
4486,-121.743,36.598,22,06,2015,no,Centaurea solstitialis,173,POINT (-121.743 36.598),4
4487,-121.731,36.587,10,09,2013,no,Centaurea solstitialis,253,POINT (-121.731 36.587),4
4488,-121.742,36.598,16,07,2015,no,Centaurea solstitialis,197,POINT (-121.742 36.598),4
4489,-121.742,36.599,25,06,2014,no,Centaurea solstitialis,176,POINT (-121.742 36.599),4
4490,-121.732,36.586,02,07,2015,no,Centaurea solstitialis,183,POINT (-121.732 36.586),4
4491,-121.725,36.587,10,09,2015,no,Centaurea solstitialis,253,POINT (-121.725 36.587),4
4492,-121.731,36.586,24,09,2013,no,Centaurea solstitialis,267,POINT (-121.731 36.586),4
4493,-121.731,36.586,02,07,2015,no,Centaurea solstitialis,183,POINT (-121.731 36.586),4
4495,-121.732,36.586,08,07,2013,no,Centaurea solstitialis,189,POINT (-121.732 36.586),4
4496,-121.742,36.598,16,06,2015,no,Centaurea solstitialis,167,POINT (-121.742 36.598),4
4497,-121.727,36.586,28,06,2016,no,Centaurea solstitialis,180,POINT (-121.727 36.586),4
4498,-121.743,36.599,25,07,2016,no,Centaurea solstitialis,207,POINT (-121.743 36.599),4
4499,-121.731,36.586,26,10,2016,no,Centaurea solstitialis,300,POINT (-121.731 36.586),4
4500,-121.742,36.599,06,08,2015,no,Centaurea solstitialis,218,POINT (-121.742 36.599),4
4501,-121.731,36.586,29,07,2013,no,Centaurea solstitialis,210,POINT (-121.731 36.586),4
4502,-121.731,36.586,29,07,2013,no,Centaurea solstitialis,210,POINT (-121.731 36.586),4
4503,-121.721,36.588,22,09,2015,no,Centaurea solstitialis,265,POINT (-121.721 36.588),4
4505,-121.731,36.586,14,08,2013,no,Centaurea solstitialis,226,POINT (-121.731 36.586),4
4506,-121.721,36.588,23,09,2013,no,Centaurea solstitialis,266,POINT (-121.721 36.588),4
4508,-121.726,36.587,13,10,2016,no,Centaurea solstitialis,287,POINT (-121.726 36.587),4
4510,-121.731,36.586,14,08,2013,no,Centaurea solstitialis,226,POINT (-121.731 36.586),4
4512,-121.727,36.586,25,08,2015,no,Centaurea solstitialis,237,POINT (-121.727 36.586),4
4513,-121.73,36.589,25,08,2014,no,Centaurea solstitialis,237,POINT (-121.73 36.589),4
4514,-121.746,36.591,20,07,2015,no,Centaurea solstitialis,201,POINT (-121.746 36.591),4
4515,-121.725,36.587,25,08,2014,no,Centaurea solstitialis,237,POINT (-121.725 36.587),4
4516,-121.735,36.583,11,07,2013,no,Centaurea solstitialis,192,POINT (-121.735 36.583),4
4517,-121.743,36.597,22,06,2015,no,Centaurea solstitialis,173,POINT (-121.743 36.597),4
4518,-121.732,36.586,28,08,2013,no,Centaurea solstitialis,240,POINT (-121.732 36.586),4
4519,-121.731,36.585,30,08,2016,no,Centaurea solstitialis,243,POINT (-121.731 36.585),4
4520,-121.731,36.587,29,07,2013,no,Centaurea solstitialis,210,POINT (-121.731 36.587),4
4521,-121.743,36.597,11,06,2015,no,Centaurea solstitialis,162,POINT (-121.743 36.597),4
4523,-121.731,36.586,10,09,2013,no,Centaurea solstitialis,253,POINT (-121.731 36.586),4
4524,-121.742,36.599,03,10,2016,no,Centaurea solstitialis,277,POINT (-121.742 36.599),4
4526,-121.731,36.587,29,07,2013,no,Centaurea solstitialis,210,POINT (-121.731 36.587),4
4527,-121.735,36.582,01,07,2014,no,Centaurea solstitialis,182,POINT (-121.735 36.582),4
4528,-121.735,36.582,27,08,2013,no,Centaurea solstitialis,239,POINT (-121.735 36.582),4
4530,-121.724,36.592,13,07,2015,no,Centaurea solstitialis,194,POINT (-121.724 36.592),4
4531,-121.744,36.62,29,06,2016,no,Centaurea solstitialis,181,POINT (-121.744 36.62),4
4533,-121.731,36.586,29,07,2013,no,Centaurea solstitialis,210,POINT (-121.731 36.586),4
4534,-121.731,36.586,28,08,2013,no,Centaurea solstitialis,240,POINT (-121.731 36.586),4
4536,-121.732,36.586,28,08,2013,no,Centaurea solstitialis,240,POINT (-121.732 36.586),4
4537,-121.731,36.586,14,08,2013,no,Centaurea solstitialis,226,POINT (-121.731 36.586),4
4538,-121.731,36.586,25,06,2013,no,Centaurea solstitialis,176,POINT (-121.731 36.586),4
4539,-121.731,36.587,26,10,2016,no,Centaurea solstitialis,300,POINT (-121.731 36.587),4
4540,-121.731,36.587,28,08,2013,no,Centaurea solstitialis,240,POINT (-121.731 36.587),4
4541,-121.731,36.586,25,06,2013,no,Centaurea solstitialis,176,POINT (-121.731 36.586),4
4542,-121.731,36.586,12,08,2014,no,Centaurea solstitialis,224,POINT (-121.731 36.586),4
4544,-121.791,36.602,25,08,2014,no,Centaurea solstitialis,237,POINT (-121.791 36.602),4
4545,-121.732,36.586,28,08,2013,no,Centaurea solstitialis,240,POINT (-121.732 36.586),4
